id,category,task,gold,answer,correct,steps,tool_calls,latency_s,trace
74,hotpotqa,,,"""Lebensraum für das deutsche Volk"" (Living Space for th",False,,,6.3,
75,hotpotqa,,,Oklahoma Sooners,False,,,10.4,
76,hotpotqa,,,"2,402",False,,,5.6,
77,hotpotqa,,,Take It Easy (game) was published first in 1983.,True,,,5.8,
78,hotpotqa,,,The oldest riverside tavern in Wapping dates back to ar,False,,,5.9,
79,hotpotqa,,,Paola Suárez,True,,,6.8,
80,hotpotqa,,,Mark O'Connor,True,,,3.5,
81,hotpotqa,,,"Bernard-Marie Koltès lived from 1948 to 1989, which is ",True,,,7.8,
82,hotpotqa,,,Rockstar Games,False,,,5.6,
83,hotpotqa,,,Dartmouth College and New York University School of Law,True,,,6.5,
84,hotpotqa,,,Bruce Conner was born first.,True,,,4.8,
85,hotpotqa,,,Dungeons & Dragons retro-clones,False,,,3.4,
86,hotpotqa,,,Observation: [Spring Baking Championship (season 1)] Th,False,,,14.3,
87,hotpotqa,,,"Observation: [Good Boy (song)] ""Good Boy"" is a song rec",False,,,13.2,
88,hotpotqa,,,Bing Crosby,False,,,3.3,
89,hotpotqa,,,Greyia contains more species than Calibanus.,True,,,5.5,
90,hotpotqa,,,Jaguar Land Rover,True,,,3.1,
91,hotpotqa,,,Phelan Beale,False,,,5.1,
92,hotpotqa,,,Princess Charlotte of Cambridge was born after the Roya,True,,,10.9,
93,hotpotqa,,,World War I ended in 1918.,True,,,5.2,
94,hotpotqa,,,Martha Graham,False,,,6.2,
95,hotpotqa,,,Haleiwa Ali'i Beach Park,False,,,7.2,
96,hotpotqa,,,"""White Horse""",True,,,3.6,
97,hotpotqa,,,"Observation: [Australian referendum, 1937] The 1937 Aus",False,,,18.1,
98,hotpotqa,,,"Al Jazira Club, located in Abu Dhabi, United Arab Emira",True,,,5.2,
99,hotpotqa,,,Atatürk Museum Mansion,True,,,9.0,
100,hotpotqa,,,1985,False,,,2.9,
