id,category,task,gold,answer,correct,steps,tool_calls,latency_s,trace
53,hotpotqa,,,Rear-Admiral Joseph de Richery,False,,,5.1,
54,hotpotqa,,,Columbia University,False,,,5.0,
55,hotpotqa,,,R&B,False,,,10.0,
56,hotpotqa,,,"Sanming District is located in Sanming, Fujian, China, ",True,,,9.5,
57,hotpotqa,,,Los Angeles Dance Theater,True,,,4.4,
58,hotpotqa,,,Ian Watkins,False,,,11.8,
59,hotpotqa,,,Jeff Meldrum and Grover Krantz.,False,,,7.1,
60,hotpotqa,,,The co-directors of the psychological horror film starr,False,,,11.5,
61,hotpotqa,,,The first major improved highway in the United States w,False,,,10.1,
62,hotpotqa,,,"The book ""The Structure of Scientific Revolutions"" was ",False,,,6.4,
63,hotpotqa,,,The Ricky Gervais Show,False,,,6.2,
64,hotpotqa,,,Löwenbräu and Bürgerbräukeller are both located in Muni,True,,,10.6,
65,hotpotqa,,,1998,True,,,7.2,
66,hotpotqa,,,"Manistee County, Michigan",False,,,10.0,
67,hotpotqa,,,Provisional Irish Republican Army (IRA),True,,,6.7,
68,hotpotqa,,,Lincoln Memorial University,True,,,5.5,
69,hotpotqa,,,L.M. Montgomery,False,,,9.4,
70,hotpotqa,,,"""Avengers Assemble""",True,,,10.9,
71,hotpotqa,,,Pieter van Musschenbroek,True,,,7.9,
72,hotpotqa,,,Dirt track racing,True,,,5.3,
73,hotpotqa,,,"Forest Hill, Texas is a suburb of Fort Worth, Texas.",True,,,8.6,
74,hotpotqa,,,Lebensraum,False,,,8.3,
75,hotpotqa,,,2016 Oklahoma Sooners football team,True,,,12.3,
76,hotpotqa,,,Observation: [Linda Douglass] Linda Douglass was direct,False,,,32.2,
77,hotpotqa,,,Take It Easy was published first in 1983.,True,,,12.6,
78,hotpotqa,,,The Prospect of Whitby is the oldest riverside tavern i,False,,,9.5,
79,hotpotqa,,,"Paola Suárez was a higher ranked tennis player, reachin",True,,,11.4,
80,hotpotqa,,,Mark O'Connor,True,,,6.2,
81,hotpotqa,,,Bernard-Marie Koltès lived longer than Philip José Farm,True,,,10.4,
82,hotpotqa,,,Rockstar Games,False,,,6.1,
83,hotpotqa,,,Dartmouth College and New York University School of Law,True,,,15.4,
84,hotpotqa,,,"Bruce Conner was born first on November 18, 1933.",True,,,9.3,
85,hotpotqa,,,Dungeons & Dragons retro-clones,False,,,6.1,
86,hotpotqa,,,Lorraine Pascale,False,,,13.3,
87,hotpotqa,,,There is no actor who starred in Good Boy! and is from ,False,,,8.6,
88,hotpotqa,,,Bing Crosby,False,,,6.2,
89,hotpotqa,,,Calibanus contains more species than Greyia.,True,,,8.0,
90,hotpotqa,,,Jaguar Land Rover,True,,,5.4,
91,hotpotqa,,,Drew Barrymore,False,,,5.1,
92,hotpotqa,,,Princess Charlotte of Cambridge was born after the Roya,True,,,11.3,
93,hotpotqa,,,World War I,False,,,9.0,
94,hotpotqa,,,Martha Graham,False,,,9.0,
95,hotpotqa,,,The women's Vans Triple Crown of Surfing event is hoste,False,,,8.4,
96,hotpotqa,,,"""White Horse""",True,,,6.5,
97,hotpotqa,,,"Observation: [Australian referendum, 1937] The 1937 Aus",False,,,26.8,
98,hotpotqa,,,Al Jazira Club,False,,,4.2,
99,hotpotqa,,,Atatürk Mansion Museum,True,,,9.8,
100,hotpotqa,,,1985,False,,,5.2,
