id,category,task,gold,answer,correct,steps,tool_calls,latency_s,trace
31,hotpotqa,,,Park Ye-jin,True,,,6.0,
32,hotpotqa,,,Taipei Port,False,,,10.2,
33,hotpotqa,,,Olathe East High School,False,,,5.2,
34,hotpotqa,,,D1NZ is based on the oversteering technique.,False,,,5.7,
35,hotpotqa,,,Liliuokalani,False,,,5.4,
36,hotpotqa,,,The NG postcode area is approximately 10 miles from Gam,False,,,8.3,
37,hotpotqa,,,Old and in the Way,False,,,6.5,
38,hotpotqa,,,10 October 2010,True,,,5.9,
39,hotpotqa,,,Los Angeles Lakers vs. Orlando Magic,False,,,6.0,
40,hotpotqa,,,San Diego Pale Ale,False,,,5.7,
41,hotpotqa,,,Chester Bennington was born first.,False,,,9.3,
42,hotpotqa,,,France,False,,,4.9,
43,hotpotqa,,,Evey,False,,,6.4,
44,hotpotqa,,,Frontline,False,,,5.4,
45,hotpotqa,,,Turkey,True,,,5.7,
46,hotpotqa,,,Fleetwood Mac,True,,,4.8,
47,hotpotqa,,,Albania,False,,,8.1,
48,hotpotqa,,,LaLee's Kin: The Legacy of Cotton,True,,,7.2,
49,hotpotqa,,,Isles of Man and the Hebrides,False,,,6.3,
50,hotpotqa,,,Part III,True,,,6.7,
51,hotpotqa,,,"""Hævnen""",False,,,6.8,
52,hotpotqa,,,Child actress,False,,,5.3,
53,hotpotqa,,,Rear-Admiral Joseph de Richery,False,,,6.1,
54,hotpotqa,,,Columbia University,False,,,5.3,
55,hotpotqa,,,R&B,False,,,5.7,
56,hotpotqa,,,Sanming and Jiutai District are located in Fujian provi,True,,,6.3,
57,hotpotqa,,,Los Angeles Dance Theater,True,,,5.3,
58,hotpotqa,,,Josey Scott,False,,,5.5,
59,hotpotqa,,,Jeff Meldrum and Grover Krantz,False,,,7.3,
60,hotpotqa,,,The Uninvited (2009 film),False,,,7.2,
61,hotpotqa,,,North Carolina Highway 2A,False,,,5.1,
62,hotpotqa,,,Bookshelf,False,,,5.3,
63,hotpotqa,,,The Ricky Gervais Show,False,,,6.5,
64,hotpotqa,,,Munich,False,,,5.3,
65,hotpotqa,,,1998,True,,,5.1,
66,hotpotqa,,,Manistee County,False,,,4.8,
67,hotpotqa,,,Provisional Irish Republican Army (IRA),True,,,7.6,
68,hotpotqa,,,Lincoln Memorial University,True,,,6.8,
69,hotpotqa,,,L.M. Montgomery,False,,,7.2,
70,hotpotqa,,,Avengers Assemble,True,,,5.3,
71,hotpotqa,,,Pieter van Musschenbroek,True,,,8.9,
72,hotpotqa,,,Dirt track racing,True,,,5.5,
73,hotpotqa,,,Fort Worth,True,,,5.2,
74,hotpotqa,,,Lebensraum,False,,,8.8,
75,hotpotqa,,,2016 Oklahoma Sooners,False,,,6.7,
76,hotpotqa,,,Linda Douglass,False,,,6.2,
77,hotpotqa,,,Take It Easy,True,,,16.7,
78,hotpotqa,,,The oldest riverside tavern in Wapping is the Prospect ,False,,,7.6,
79,hotpotqa,,,Paola Suárez,True,,,5.9,
80,hotpotqa,,,Mark O'Connor,True,,,7.4,
81,hotpotqa,,,"Bernard-Marie Koltès lived for 41 years (1948-1989), wh",True,,,14.8,
82,hotpotqa,,,Rockstar Games,False,,,6.4,
83,hotpotqa,,,Dartmouth College,False,,,5.9,
84,hotpotqa,,,Bruce Conner was born first.,True,,,9.8,
85,hotpotqa,,,Dungeons & Dragons retro-clones,False,,,7.4,
86,hotpotqa,,,Lorraine Pascale,False,,,6.9,
87,hotpotqa,,,G-Dragon,False,,,5.5,
88,hotpotqa,,,Bing Crosby,False,,,5.8,
89,hotpotqa,,,Greyia,True,,,4.9,
90,hotpotqa,,,Jaguar Land Rover,True,,,6.9,
91,hotpotqa,,,There was no American attorney in Grey Gardens.,False,,,6.2,
92,hotpotqa,,,Princess Charlotte of Cambridge was born after the repe,True,,,6.9,
93,hotpotqa,,,World War I,False,,,6.2,
94,hotpotqa,,,Martha Graham,False,,,6.3,
95,hotpotqa,,,Haleiwa Ali'i Beach Park,False,,,7.3,
96,hotpotqa,,,"""White Horse""",True,,,6.4,
97,hotpotqa,,,The person born on 6 March 1937 and a citizen of the Un,False,,,10.0,
98,hotpotqa,,,Al Jazira Club,False,,,5.2,
99,hotpotqa,,,Atatürk Museum Mansion,True,,,16.7,
100,hotpotqa,,,1985,False,,,5.9,
